county_state,fips,population,dep_prevalence,Households Total,Households Mean income (dollars),Households Median income (dollars),Premature Death Deaths,Premature Death Years of Potential Life Lost Rate,Poor Physical Health Days Average Number of Physically Unhealthy Days,Low Birth Weight % Low Birth Weight,Poor Mental Health Days Average Number of Mentally Unhealthy Days,Poor or Fair Health % Fair or Poor Health,Flu Vaccinations % Vaccinated,Access to Exercise Opportunities % With Access to Exercise Opportunities,Food Environment Index Food Environment Index,Primary Care Physicians # Primary Care Physicians,Primary Care Physicians Primary Care Physicians Rate,Primary Care Physicians Primary Care Physicians Ratio,Mental Health Providers # Mental Health Providers,Mental Health Providers Mental Health Provider Rate,Mental Health Providers Mental Health Provider Ratio,Dentists # Dentists,Dentists Dentist Rate,Dentists Dentist Ratio,Preventable Hospital Stays Preventable Hospitalization Rate,Mammography Screening % with Annual Mammogram,Uninsured # Uninsured,Uninsured % Uninsured,Severe Housing Problems % Severe Housing Problems,Severe Housing Problems Severe Housing Cost Burden,Severe Housing Problems Overcrowding,Severe Housing Problems Inadequate Facilities,Driving Alone to Work % Drive Alone to Work,Long Commute - Driving Alone # Workers who Drive Alone,Long Commute - Driving Alone % Long Commute - Drives Alone,Air Pollution: Particulate Matter Average Daily PM2.5,Drinking Water Violations Presence of Water Violation,Broadband Access % Households with Broadband Access,Broadband Access # Households with Broadband Access,Library Access Visits per service area population,Some College # Some College,Some College Population,Some College % Some College,High School Completion # Completed High School,High School Completion Population,High School Completion % Completed High School,Unemployment # Unemployed,Unemployment Labor Force,Unemployment % Unemployed,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Children in Poverty % Children in Poverty,Injury Deaths # Injury Deaths,Injury Deaths Injury Death Rate,Social Associations # Associations,Social Associations Social Association Rate,Child Care Cost Burden % Household Income Required for Child Care Expenses
"LOWNDES COUNTY, ALABAMA",01085,9682,12,,,,315.0,19891.328012,5.4284225467,15.14084507,6.2636695937,30.0,35.0,0.9116477548,5.4,1.0,10.035120000000001,9965:1,1.0,10.29124,9717:1,,,,3194.0,42.0,670.0,9.1007878294,18.298969072,16.837944664,1.7783505155,0.7731958763,85.681688534,3506.0,62.8,8.7,No,64.623888488,2689.0,0.0762836186,1032.0,2269.0,45.48259145,5825.0,6999.0,83.226175168,160.0,3501.0,4.5701228221,87798.0,13824.0,6.3511284722,42.1,64.0,130.39137787,5.0,5.1140431625,35.566875342
"MACON COUNTY, ALABAMA",01087,18347,13,,,,476.0,15396.827364,5.0144693755,13.28320802,6.3119901511,28.4,28.0,38.664755273,5.6,6.0,31.75443,3149:1,88.0,479.04192,209:1,5.0,27.00367,3703:1,3060.0,38.0,1170.0,9.6153846154,12.543798178,11.314451707,1.0371408549,0.7708479327,74.136256417,7207.0,37.5,8.9,No,75.863515592,5425.0,0.0098154692,1741.0,3338.0,52.156980228,9819.0,11661.0,84.20375611,255.0,7995.0,3.1894934334,91596.0,16856.0,5.4340294257,40.6,104.0,113.27371941,14.0,7.5610282998,36.40874478
"MADISON COUNTY, ALABAMA",01089,413891,20,168996.0,108400.0,86192.0,5779.0,9054.1844336,3.9285510785,10.208497246,5.4941697582,17.2,43.0,78.195453855,7.5,338.0,85.52394,1169:1,826.0,200.19388999999998,500:1,217.0,53.770770000000006,1860:1,2609.0,49.0,26523.0,8.0647907709,10.991331051,9.5566789811,1.2059754966,0.4798310995,77.200868344,195775.0,26.9,7.1,No,91.306649268,148345.0,2.9963073179,82567.0,107037.0,77.138746415,252365.0,272559.0,92.590961957,4218.0,206080.0,2.0467779503,165070.0,33519.0,4.9246695904,13.5,1464.0,76.343162516,417.0,10.332907958,17.309566913
"MARENGO COUNTY, ALABAMA",01091,18705,19,,,,497.0,14678.892244,4.8222701794,12.222222222,6.1254510791,26.0,38.0,47.570253066,6.2,8.0,42.114129999999996,2375:1,8.0,42.81738,2336:1,5.0,26.67378,3749:1,2883.0,40.0,1483.0,10.243835049,9.1724137931,8.1385281385,0.1655172414,1.1724137931,83.048296621,7309.0,38.2,8.7,Yes,76.467498359,5823.0,1.6674966272,2214.0,4098.0,54.026354319,11072.0,12932.0,85.617073925,253.0,7585.0,3.3355306526,99836.0,15030.0,6.6424484365,33.1,101.0,106.98812538,28.0,14.937316618,31.534259338
"MARION COUNTY, ALABAMA",01093,29279,23,,,,719.0,12543.533929,5.1009522776,10.707885305,6.2816112473,22.8,38.0,31.253195188,7.0,7.0,23.9349,4178:1,9.0,30.775540000000003,3249:1,6.0,20.578950000000003,4859:1,5097.0,40.0,2532.0,11.213959874,10.062893082,5.7725419121,2.7852650494,1.6172506739,88.736162362,10840.0,30.5,7.8,Yes,76.57715652,8327.0,1.1092029943,3817.0,6504.0,58.68696187,17040.0,20753.0,82.108610803,395.0,13526.0,2.9203016413,97277.0,19675.0,4.9441931385,24.3,113.0,76.570197253,28.0,9.6035121416,30.307808884
"MARSHALL COUNTY, ALABAMA",01095,101041,21,36274.0,84197.0,60298.0,2179.0,12808.56937,4.8547744553,8.0627758705,6.0608387042,20.7,45.0,52.389050527,6.6,54.0,54.97414,1819:1,290.0,287.82405,347:1,36.0,36.20893,2762:1,3202.0,36.0,10116.0,12.417450225,10.256772009,8.5207612457,1.5942437923,0.7336343115,82.165836196,41342.0,34.6,8.7,No,89.422461975,32159.0,2.5400063088,11951.0,23626.0,50.58410226,54952.0,65093.0,84.420751847,950.0,46210.0,2.055832071,118865.0,25129.0,4.7301922082,21.5,457.0,93.738974902,89.0,8.9516510264,20.189706423
"MOBILE COUNTY, ALABAMA",01097,411745,20,163963.0,76975.0,55352.0,8783.0,12655.580664,4.485062272,12.12318017,5.9054366518,24.7,42.0,62.921489167,6.9,294.0,71.17386,1405:1,568.0,137.98465000000002,725:1,223.0,54.2037,1845:1,3646.0,39.0,38596.0,11.761228414,15.204530355,13.505946401,1.955139359,0.6358948401,83.233009268,176096.0,36.5,8.0,Yes,83.884814992,134641.0,1.639845657,63518.0,108021.0,58.801529332,249444.0,280248.0,89.008306928,5896.0,190167.0,3.1004327775,120005.0,23657.0,5.0727057531,24.8,1948.0,94.372209225,458.0,11.132419892,25.87417624
"MONROE COUNTY, ALABAMA",01099,19244,12,,,,527.0,15784.597331,5.206189603,11.140235911,6.5175597287,26.1,35.0,42.565243779,6.2,9.0,45.80619,2183:1,23.0,119.611,836:1,4.0,20.61431,4851:1,3745.0,41.0,1699.0,11.472753056,10.906612134,10.227596017,0.8861622359,0.3408316292,90.233881163,6328.0,32.1,8.6,Yes,68.753380206,5085.0,0.4852573223,1530.0,4005.0,38.202247191,11293.0,13506.0,83.614689768,299.0,6989.0,4.2781513807,90996.0,16208.0,5.6142645607,27.9,97.0,95.744785857,28.0,14.43001443,28.934988036
"MONTGOMERY COUNTY, ALABAMA",01101,225966,15,92816.0,79717.0,60739.0,4504.0,13219.378867,4.4678721678,13.273550978,5.7961044872,24.8,36.0,78.286031255,6.9,220.0,96.73136,1034:1,513.0,228.02027,439:1,180.0,79.51899999999999,1258:1,3364.0,48.0,19833.0,11.253085194,17.434228979,15.85666037,2.2550064509,0.7797161609,80.905586289,97793.0,22.3,7.9,No,88.954122377,80757.0,1.1418639357,38689.0,60098.0,64.376518353,133797.0,150598.0,88.843809347,3040.0,108083.0,2.8126532387,117235.0,22845.0,5.1317574962,26.0,981.0,86.76171836,331.0,14.622660264,24.983767045
"MORGAN COUNTY, ALABAMA",01103,125455,23,49759.0,89452.0,75028.0,2635.0,12501.614916,4.4781181311,9.0309886867,6.2283239006,21.9,44.0,71.803015694,7.0,63.0,50.94285,1963:1,216.0,172.61634,579:1,65.0,52.33031,1911:1,3621.0,40.0,12210.0,12.255467785,10.914454277,8.4549036311,2.4125579435,0.7479983144,84.027945073,53963.0,36.7,8.1,No,83.176074828,40550.0,1.3481720944,17406.0,30403.0,57.250929185,72401.0,85093.0,85.084554546,1229.0,61853.0,1.9869691042,130503.0,27060.0,4.8227272727,16.8,592.0,97.604405388,145.0,11.673684295,21.191413187
"PERRY COUNTY, ALABAMA",01105,7772,19,,,,249.0,17916.639734,5.7876533811,15.499254844,6.707255014,32.9,25.0,55.152156033,3.9,3.0,35.906639999999996,2785:1,5.0,64.61618,1548:1,2.0,24.891099999999998,4018:1,4058.0,41.0,581.0,10.129009763,10.369068541,8.378870674,0.3514938489,2.1089630931,80.675608544,2013.0,45.2,8.5,No,71.455399061,2283.0,0.4882126196,468.0,1353.0,34.589800443,4282.0,5211.0,82.172327768,149.0,2979.0,5.0016784156,60994.0,18272.0,3.3381129597,50.3,41.0,95.039406583,8.0,9.9564405725,43.302317416
"PICKENS COUNTY, ALABAMA",01107,18741,24,,,,498.0,13196.566691,5.0528665057,12.168141593,5.9946066314,25.6,45.0,16.022590598,7.1,7.0,37.23206,2686:1,10.0,53.51027,1869:1,4.0,21.393810000000002,4674:1,3277.0,40.0,1364.0,10.464135021,9.8641887062,8.1400374586,0.75768406,1.0007147963,88.475499093,6612.0,59.9,8.6,No,75.539879067,5247.0,2.4935064935,2124.0,4909.0,43.267467916,11418.0,13612.0,83.881868939,236.0,7810.0,3.0217669654,105463.0,20052.0,5.2594753641,30.3,101.0,103.95331364,21.0,11.231748409,31.23997298
"PIKE COUNTY, ALABAMA",01109,33163,20,,,,676.0,13497.370953,4.9282791161,11.6765286,6.3312687783,21.7,34.0,61.295404284,6.7,14.0,42.43582,2357:1,32.0,96.56878999999999,1036:1,10.0,30.29018,3301:1,3044.0,43.0,2696.0,10.584170854,15.725456125,15.594753505,0.7384882711,0.2606429192,84.757684462,14217.0,20.8,8.6,No,80.476001587,10144.0,1.8765120626,4526.0,7307.0,61.940604899,16949.0,19352.0,87.582678793,440.0,16124.0,2.7288514016,108889.0,18093.0,6.018294368,32.5,120.0,72.541303205,32.0,9.6928575756,25.547113962
"RANDOLPH COUNTY, ALABAMA",01111,22789,15,,,,532.0,11833.808003,4.9501178337,10.044395117,6.4101441782,23.5,33.0,40.66554377,6.1,6.0,27.28637,3665:1,7.0,30.72062,3255:1,2.0,8.89719,11240:1,3389.0,30.0,2180.0,12.727697338,11.388727484,9.107358263,1.3364323068,1.8012783266,81.05017762,9008.0,42.7,8.4,No,80.672729265,7363.0,5.7517742481,2453.0,4909.0,49.969443879,13117.0,15690.0,83.601019758,236.0,9637.0,2.4488948843,107212.0,19302.0,5.554450316,25.0,113.0,100.14623122,20.0,8.8971929356,22.707706306
"RUSSELL COUNTY, ALABAMA",01113,58792,19,,,,1355.0,14160.382378,4.8562574313,11.458895485,6.1863666067,26.4,38.0,59.542436173,6.7,10.0,17.02939,5872:1,33.0,56.17594999999999,1780:1,16.0,27.32474,3660:1,2833.0,42.0,5676.0,11.745959481,17.783059637,16.765415844,1.6637856525,0.4105445117,79.84938867,23637.0,33.8,8.7,No,77.455432223,18422.0,0.5765326347,9774.0,16072.0,60.81383773,34332.0,40019.0,85.789250106,649.0,23550.0,2.7558386412,96583.0,19789.0,4.88064076,26.7,369.0,126.69266899,58.0,9.9052173171,28.333843095
"ST. CLAIR COUNTY, ALABAMA",01115,95487,24,35354.0,91354.0,81334.0,2010.0,11877.985387,4.5519763205,9.1012031139,6.1660191764,17.8,40.0,49.219015839,7.9,17.0,18.32924,5456:1,28.0,29.303419999999996,3413:1,27.0,28.7442,3479:1,3986.0,42.0,7232.0,9.5789348203,9.4220349187,7.6775080165,1.4449127032,0.5267910897,82.344355649,41794.0,56.5,9.4,No,90.332685558,31144.0,0.633073802,14200.0,24182.0,58.721362997,57242.0,65356.0,87.584919518,907.0,42456.0,2.1363293763,132608.0,34651.0,3.8269602609,14.3,482.0,105.78968046,77.0,8.1974194098,20.988142797
"SHELBY COUNTY, ALABAMA",01117,233593,22,88270.0,116659.0,88070.0,2678.0,6794.9802433,3.6211245824,8.7048699882,5.5102492601,14.6,43.0,73.976343353,8.2,175.0,77.12581,1297:1,308.0,132.18884,756:1,117.0,50.84414,1967:1,2771.0,45.0,14173.0,7.5617160448,10.035973416,8.8610871441,0.9694530821,0.6706908115,76.734690309,114372.0,51.4,10.0,No,93.557262276,79911.0,1.2430078444,44529.0,58385.0,76.267877023,146472.0,155808.0,94.008009858,2256.0,122282.0,1.8449158502,171860.0,43762.0,3.9271514099,9.4,717.0,64.486884069,225.0,9.7777198357,18.363978733
"SUMTER COUNTY, ALABAMA",01119,11737,17,,,,304.0,15670.022213,5.1339093858,14.084507042,6.2204734491,29.5,30.0,30.935601458,6.3,7.0,57.546859999999995,1738:1,2.0,17.054660000000002,5864:1,2.0,16.87337,5927:1,2666.0,51.0,782.0,9.3518297058,11.538461538,9.9571734475,1.2474012474,0.8108108108,81.793809408,4103.0,43.7,8.7,No,76.558237146,3648.0,1.2614346886,1212.0,2289.0,52.948885976,6263.0,7121.0,87.951130459,169.0,4584.0,3.6867364747,74712.0,16894.0,4.4223984847,45.4,75.0,122.22946545,12.0,10.124019236,39.974609006
"TALLADEGA COUNTY, ALABAMA",01121,81083,21,34080.0,71546.0,61111.0,2137.0,15316.224091,5.0537386599,11.096498438,6.0200776465,23.5,37.0,54.631218883,6.7,21.0,25.75929,3882:1,34.0,41.90702,2386:1,29.0,35.93378,2783:1,3315.0,38.0,6547.0,10.487953351,14.58464443,11.650329423,1.3845185651,2.1082441787,82.617895041,31193.0,36.4,9.1,No,86.062209249,28305.0,3.3626865672,10528.0,20528.0,51.286048324,48927.0,57894.0,84.511348326,1019.0,36727.0,2.7745255534,110216.0,20218.0,5.4513799585,22.8,413.0,102.73146294,96.0,11.895321174,21.959624145
"TALLAPOOSA COUNTY, ALABAMA",01123,40709,17,,,,994.0,12182.594159,4.9181421034,13.10170105,6.2517670193,22.8,43.0,61.806782697,7.3,19.0,46.31548,2159:1,16.0,39.33427,2542:1,13.0,31.725109999999997,3152:1,1879.0,40.0,3765.0,12.276640146,11.935286935,8.3986211219,2.2588522589,1.7704517705,84.946170409,16255.0,38.1,8.6,No,82.040125695,13576.0,2.6598296664,4699.0,9057.0,51.882521806,24939.0,29757.0,83.808851699,438.0,17385.0,2.5194132873,108385.0,21972.0,4.9328691061,22.6,191.0,94.090060444,52.0,12.690045635,24.29064259
"TUSCALOOSA COUNTY, ALABAMA",01125,239204,25,93966.0,80801.0,60926.0,3625.0,10422.47724,4.5073534779,11.553739644,6.5292131425,21.3,43.0,66.787205553,7.5,143.0,62.993649999999995,1587:1,401.0,168.93243999999999,592:1,106.0,44.76729,2234:1,3919.0,45.0,15989.0,8.8048063262,15.325834454,13.79803507,1.3265680401,0.678567062,79.599594993,108640.0,28.6,7.5,Yes,87.471502709,76353.0,2.3998314093,39645.0,60499.0,65.53000876,130197.0,143277.0,90.870830629,2485.0,106199.0,2.3399467038,130368.0,24447.0,5.3326788563,23.8,791.0,72.382141102,209.0,8.8267590168,24.368015446
"WALKER COUNTY, ALABAMA",01127,64845,24,,,,2046.0,18377.077905,4.978273695,10.96345515,6.4541609527,25.0,38.0,42.077071409,6.8,30.0,46.28344,2161:1,77.0,118.95934,841:1,30.0,46.62802,2145:1,4238.0,43.0,6304.0,12.337319216,11.746804626,9.4952420356,1.7244877257,1.2781497261,83.604903786,25776.0,45.5,9.0,Yes,81.725234472,20303.0,2.1427923501,8460.0,15036.0,56.264964086,37202.0,44887.0,82.879230067,679.0,25677.0,2.6443899209,112090.0,20832.0,5.3806643625,23.3,395.0,123.61829175,93.0,14.454685339,28.376186368
"WASHINGTON COUNTY, ALABAMA",01129,15040,14,,,,349.0,12864.089912,5.1049187455,11.261980831,6.3814539338,25.1,28.0,10.443202495,7.5,1.0,6.60197,15147:1,5.0,33.28452,3004:1,2.0,13.225760000000001,7561:1,4398.0,39.0,1145.0,9.8792062123,8.174904943,6.6929133858,1.3307984791,0.855513308,85.706860707,5772.0,55.0,9.0,No,79.411764706,4509.0,1.9440221147,1668.0,3210.0,51.962616822,9523.0,10738.0,88.68504377,235.0,9150.0,2.5683060109,132413.0,15996.0,8.2778819705,26.2,78.0,98.797958176,29.0,19.177357492,24.897489138
"WILCOX COUNTY, ALABAMA",01131,9925,14,,,,301.0,19438.678148,5.7427911826,15.488215488,6.7226339066,33.9,27.0,1.5943396226,4.7,1.0,9.573039999999999,10446:1,3.0,30.168950000000002,3315:1,1.0,9.94135,10059:1,2909.0,40.0,916.0,12.135665077,15.310344828,12.225352113,1.075862069,2.3448275862,86.550435866,3212.0,53.1,8.5,Yes,73.030056864,2697.0,0.205350118,847.0,2167.0,39.086294416,5397.0,6931.0,77.86755158,202.0,2526.0,7.9968329375,91264.0,13382.0,6.8199073382,48.5,79.0,152.77213746,7.0,6.9589422408,43.403241736
"WINSTON COUNTY, ALABAMA",01133,23673,21,,,,580.0,12030.860071,5.0654702949,9.3325457767,6.4932545076,21.4,37.0,78.050127443,6.9,9.0,38.05175,2628:1,5.0,21.17657,4722:1,4.0,16.83856,5939:1,6881.0,44.0,2154.0,11.686197917,9.7071583514,7.1193866375,1.5726681128,1.0303687636,74.791144528,9576.0,44.1,8.1,No,77.808747856,7258.0,5.9102079395,2089.0,5117.0,40.824701974,13436.0,17058.0,78.766561144,266.0,9748.0,2.7287648748,99149.0,21356.0,4.6426765312,24.0,123.0,104.0573923,22.0,9.2612081667,28.322494262
,01990,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANCHORAGE MUNICIPALITY, ALASKA",02020,287932,13,109125.0,131074.0,94437.0,4108.0,9853.0638746,3.8809930126,6.8936939652,4.8801930787,13.7,35.0,93.860537619,8.6,335.0,116.27059000000001,860:1,2236.0,781.61321,128:1,383.0,133.38209,750:1,1886.0,39.0,29746.0,12.111760778,16.551853414,12.105213538,4.5175500258,1.0075448709,71.032713364,148502.0,14.8,5.8,Yes,94.283754218,101702.0,0.9029104115,62618.0,89330.0,70.097391694,180961.0,192495.0,94.008156056,5169.0,150823.0,3.4271961173,183961.0,45452.0,4.0473686526,9.9,1379.0,95.637766584,331.0,11.52727716,38.076927174
"BETHEL CENSUS AREA, ALASKA",02050,18199,3,,,,310.0,18066.471244,6.5368433797,8.0967402734,6.4887790022,29.9,3.0,91.771134683,2.9,16.0,86.22083,1160:1,526.0,2886.30378,35:1,29.0,158.84318,630:1,3193.0,6.0,1803.0,14.163393559,55.862831858,9.4984465158,31.747787611,32.300884956,19.513715711,6416.0,0.6,,Yes,80.647929629,3759.0,1.4583009039,1638.0,5035.0,32.532274081,8341.0,10181.0,81.927119144,655.0,6743.0,9.7137772505,147850.0,26645.0,5.5488834678,36.2,215.0,234.06965477,7.0,3.8341458071,40.323463148
"BRISTOL BAY BOROUGH, ALASKA",02060,859,9,,,,,,4.2224104202,,5.0324000635,16.5,29.0,5.8056872038,7.3,0.0,0.0,838:0,0.0,0.0,844:0,1.0,115.60694,865:1,334.0,44.0,124.0,16.916780355,11.111111111,3.8585209003,6.9841269841,4.4444444444,59.35483871,465.0,3.7,,No,80.565371025,228.0,8.7607142857,198.0,302.0,65.562913907,661.0,696.0,94.971264368,17.0,461.0,3.6876355748,168000.0,46625.0,3.6032171582,18.0,,,0.0,0.0,22.76179978
"DILLINGHAM CENSUS AREA, ALASKA",02070,4626,6,,,,102.0,20903.735026,5.8351861281,6.993006993,6.3939141673,25.6,21.0,46.510191476,4.9,12.0,251.46689,398:1,48.0,1041.89277,96:1,6.0,127.03790000000001,787:1,4937.0,28.0,588.0,16.964800923,41.97080292,8.7115666179,26.277372263,14.96350365,34.486735871,1734.0,0.5,,Yes,80.115690528,1108.0,,574.0,1225.0,46.857142857,2501.0,2863.0,87.355920363,110.0,1729.0,6.3620589936,135206.0,31661.0,4.2704273396,31.3,54.0,222.73552219,0.0,0.0,29.869963897
"FAIRBANKS NORTH STAR BOROUGH, ALASKA",02090,95700,11,37510.0,104469.0,86391.0,1195.0,8712.742308,4.1912660965,6.2019374813,5.184242118,13.8,32.0,74.028540066,8.3,82.0,85.78034,1166:1,807.0,850.90679,118:1,135.0,141.57473000000002,706:1,1286.0,40.0,8990.0,11.092602875,19.320113314,11.897289586,4.433427762,5.8781869688,72.524840127,48007.0,18.1,11.9,Yes,90.582153914,32769.0,2.134125084,21352.0,29814.0,71.617360971,58074.0,61207.0,94.881304426,1731.0,45499.0,3.8044792193,166390.0,42764.0,3.8908895333,7.9,472.0,97.840056382,85.0,8.9139645119,36.218022586
"HAINES BOROUGH, ALASKA",02100,2088,10,,,,,,3.872201979,6.993006993,4.8987516441,14.1,47.0,95.769230769,7.7,6.0,289.71511000000004,345:1,11.0,531.40097,188:1,3.0,145.9144,685:1,,39.0,173.0,11.190168176,34.193548387,11.35483871,12.258064516,10.322580645,54.202192448,821.0,11.1,,No,81.201334816,730.0,9.6283099397,247.0,302.0,81.78807947,1555.0,1581.0,98.355471221,73.0,1111.0,6.5706570657,128720.0,20824.0,6.1813292355,13.1,11.0,93.656875266,0.0,0.0,20.026955206
"JUNEAU CITY AND BOROUGH, ALASKA",02110,31483,11,,,,376.0,7261.629556,3.8565301496,5.4909260121,5.2163767018,12.7,44.0,100.0,9.0,41.0,128.23319999999998,780:1,339.0,1074.31469,93:1,35.0,110.46236,905:1,1642.0,39.0,3228.0,12.247685537,13.777089783,10.315543436,3.0959752322,0.6191950464,64.943016489,16496.0,7.6,4.8,No,93.324706957,12261.0,,6667.0,9389.0,71.008627117,21673.0,22898.0,94.650187789,523.0,17471.0,2.993532139,180105.0,46078.0,3.9086982942,9.5,137.0,85.842826171,40.0,12.624270159,27.34791675
"KENAI PENINSULA BOROUGH, ALASKA",02122,61285,13,,,,943.0,8874.4859998,4.6141985117,5.304518664,5.1364856939,15.6,25.0,72.271637273,7.7,48.0,80.31188,1245:1,250.0,408.34327,245:1,45.0,74.14731,1349:1,,,6889.0,14.523950076,18.093983311,11.313220941,4.9187527448,3.7768994291,66.766713264,24322.0,20.4,,Yes,86.863024015,20762.0,9.3876666213,9171.0,15183.0,60.403082395,40036.0,42452.0,94.308866485,1329.0,28170.0,4.7177848775,148949.0,31513.0,4.7265890268,12.1,306.0,102.9914645,97.0,15.982863734,31.602075891
"KETCHIKAN GATEWAY BOROUGH, ALASKA",02130,13708,12,,,,211.0,9819.4276417,4.2331009603,7.7006507592,4.8645661009,14.7,39.0,80.907657012,8.7,17.0,123.60041,809:1,244.0,1776.0955,56:1,11.0,80.0524,1249:1,1898.0,40.0,1729.0,15.529010239,17.593436645,13.29055912,4.8313582498,0.711030082,68.087855297,6966.0,6.7,,Yes,90.055150329,5062.0,2.4358346536,2556.0,3901.0,65.521661113,9478.0,9985.0,94.922383575,253.0,6883.0,3.6757227953,164531.0,37549.0,4.3817678234,11.7,76.0,110.04763904,17.0,12.371734226,33.454876937
"KODIAK ISLAND BOROUGH, ALASKA",02150,12659,12,,,,153.0,8975.6460306,3.9430030188,3.8425492034,4.4727854278,16.0,41.0,99.221433478,7.8,18.0,140.76797,710:1,54.0,429.76522,233:1,7.0,55.03145000000001,1817:1,910.0,29.0,1883.0,17.836506583,23.782559456,12.457531144,9.8527746319,1.6987542469,62.836624776,6684.0,2.4,,Yes,91.753472222,4228.0,9.5412844037,2805.0,4051.0,69.242162429,7825.0,8456.0,92.537842952,264.0,5984.0,4.4117647059,153813.0,39670.0,3.8773128309,8.8,59.0,90.990407452,17.0,13.364779874,31.564057971
"MATANUSKA-SUSITNA BOROUGH, ALASKA",02170,115296,13,39870.0,112538.0,93673.0,1550.0,8750.0795302,4.739693805,5.8515100671,5.3541177236,18.6,26.0,65.307570904,8.0,54.0,48.78666,2050:1,426.0,369.66652,271:1,58.0,51.18023,1954:1,1814.0,38.0,14180.0,14.669521947,19.905400079,13.020598007,5.242412298,3.1401918276,72.215758858,47275.0,42.2,4.7,Yes,92.079532282,36539.0,2.2349497675,18087.0,31184.0,58.000897896,68917.0,73088.0,94.293180823,2399.0,49710.0,4.8259907463,165876.0,38997.0,4.253557966,10.5,537.0,97.609565374,84.0,7.4123097287,28.41400356
"NOME CENSUS AREA, ALASKA",02180,9790,6,,,,191.0,18090.491543,5.5332592165,7.8247261346,6.1740115228,28.8,3.0,45.819231535,6.1,13.0,131.77902,759:1,110.0,1126.7028599999999,89:1,10.0,101.67768000000001,984:1,5065.0,24.0,1047.0,14.537628437,51.933701657,9.5536702324,31.123388582,26.519337017,29.581369559,3607.0,0.0,,Yes,83.488872936,2326.0,1.3575889221,1077.0,2674.0,40.276738968,4915.0,5547.0,88.606453939,311.0,4049.0,7.6809088664,154404.0,28366.0,5.4432771628,23.0,105.0,211.603958,4.0,4.06710727,30.394708882
"SITKA CITY AND BOROUGH, ALASKA",02220,8304,17,,,,99.0,7686.8488695,3.8472522235,4.4802867384,5.064749157,14.9,41.0,99.538898085,8.4,18.0,214.10728999999998,467:1,248.0,2994.4457899999998,33:1,11.0,131.23360000000002,762:1,2905.0,43.0,1019.0,14.95450543,14.680232558,11.374963354,1.8604651163,2.4709302326,61.457186881,4543.0,1.9,,No,89.72309449,3143.0,,1817.0,2436.0,74.589490969,5835.0,6101.0,95.640059007,134.0,4519.0,2.9652578004,154875.0,43667.0,3.5467286509,10.6,42.0,99.211036047,8.0,9.5442615128,48.988393977
"SKAGWAY MUNICIPALITY, ALASKA",02230,1101,9,,,,,,4.0070846904,,5.0671641938,15.6,40.0,100.0,8.7,0.0,0.0,1132:0,2.0,182.6484,548:1,0.0,0.0,1081:0,2321.0,36.0,139.0,15.867579909,8.9743589744,3.1088082902,5.641025641,3.5897435897,39.285714286,784.0,0.3,,Yes,89.578713969,404.0,8.5927523727,209.0,419.0,49.880668258,973.0,1038.0,93.737957611,45.0,773.0,5.8214747736,142417.0,34731.0,4.1005729752,8.9,,,0.0,0.0,26.649624742
"SOUTHEAST FAIRBANKS CENSUS AREA, ALASKA",02240,7148,7,,,,119.0,9720.3749391,4.0939081049,5.2924791086,4.4004896822,18.3,20.0,27.115158637,7.2,4.0,57.38881,1743:1,17.0,240.21478000000002,416:1,4.0,56.971940000000004,1755:1,1135.0,27.0,941.0,16.093723277,23.294117647,7.7940481814,6.5882352941,11.294117647,64.910432034,2847.0,10.9,,No,79.14322804,1829.0,12.289156627,984.0,1763.0,55.813953488,4348.0,4674.0,93.025246042,177.0,3397.0,5.2104798351,120967.0,26023.0,4.6484648196,14.0,38.0,109.3242038,4.0,5.6971941319,28.440529526
"WADE HAMPTON CENSUS AREA, ALASKA",02270,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUKON-KOYUKUK CENSUS AREA, ALASKA",02290,5136,8,,,,151.0,22703.597242,5.8092521485,5.4852320675,6.275385975,27.0,25.0,19.464720195,2.7,1.0,18.957349999999998,5275:1,10.0,194.96978000000001,513:1,2.0,38.617490000000004,2590:1,1093.0,38.0,687.0,19.131161236,50.789473684,7.9809725159,13.684210526,37.105263158,30.672268908,2380.0,10.2,,Yes,53.344842469,1236.0,3.3424470267,647.0,1329.0,48.683220467,3014.0,3479.0,86.634090256,216.0,2392.0,9.0301003344,97102.0,19829.0,4.8969690857,24.8,73.0,279.82214045,0.0,0.0,31.09216534
